id,name,category,amount,signup_date
4463,Customer 4463,EAST,10,2024-01-15
4464,Customer 4464,east,N/A,2024-01-15
4465,Customer 4465,South,20,2024-01-15
4466,Customer 4466,West,20,31/02/2024
4467,Customer 4467,EAST,20,2024-01-15
4468,Customer 4468,east,10,2024-01-15
4469,Customer 4469,West,"1,000",2024-01-15
4470,Customer 4470,North,20,2024-01-15
4471,Customer 4471,unknown,"1,000",2024-01-15
4472,  Customer 4472  ,east,10,2024-01-15
4473,Customer 4473,West,10,31/02/2024
4474,Customer 4474,EAST,"1,000",2024-01-15
4475,Customer 4475,South,-999999,2024-01-15
4476,Customer 4476,North,"1,000",2024-01-15
4477,Customer 4477,unknown,N/A,2024-01-15
4478,Customer 4478,West,N/A,2024-01-15
4479,Customer 4479,West,"1,000",2024-01-15
4480,Customer 4480,unknown,"1,000",31/02/2024
4481,Customer 4481,South,N/A,2024-01-15
4482,Customer 4482,east,"1,000",2024-01-15
4483,Customer 4483,EAST,N/A,2024-01-15
4484,Customer 4484,east,"1,000",2024-01-15
4485,  Customer 4485  ,unknown,"1,000",2024-01-15
4486,Customer 4486,EAST,"1,000",2024-01-15
4487,Customer 4487,North,10,31/02/2024
4488,Customer 4488,North,10,2024-01-15
4489,Customer 4489,West,N/A,2024-01-15
4490,Customer 4490,unknown,-999999,2024-01-15
4491,Customer 4491,east,-999999,2024-01-15
4492,Customer 4492,West,N/A,2024-01-15
4493,Customer 4493,unknown,10,2024-01-15
4494,Customer 4494,West,20,31/02/2024
4495,Customer 4495,unknown,"1,000",2024-01-15
4496,Customer 4496,West,-999999,2024-01-15
4497,Customer 4497,South,-999999,2024-01-15
4498,  Customer 4498  ,east,"1,000",2024-01-15
4499,Customer 4499,east,-999999,2024-01-15
4499,Customer 4500,South,N/A,2024-01-15
4501,Customer 4501,North,10,31/02/2024
4502,Customer 4502,EAST,10,2024-01-15
4503,Customer 4503,unknown,10,2024-01-15
4504,Customer 4504,unknown,-999999,2024-01-15
4505,Customer 4505,east,N/A,2024-01-15
4506,Customer 4506,east,10,2024-01-15
4507,Customer 4507,North,-999999,2024-01-15
4508,Customer 4508,West,20,31/02/2024
4509,Customer 4509,EAST,"1,000",2024-01-15
4510,Customer 4510,North,"1,000",2024-01-15
4511,  Customer 4511  ,east,-999999,2024-01-15
4512,Customer 4512,North,"1,000",2024-01-15
4513,Customer 4513,North,N/A,2024-01-15
4514,Customer 4514,West,10,2024-01-15
4515,Customer 4515,EAST,20,31/02/2024
4516,Customer 4516,EAST,20,2024-01-15
4517,Customer 4517,North,N/A,2024-01-15
4518,Customer 4518,North,20,2024-01-15
4519,Customer 4519,EAST,10,2024-01-15
4520,Customer 4520,east,N/A,2024-01-15
4521,Customer 4521,West,"1,000",2024-01-15
4522,Customer 4522,east,20,31/02/2024
4523,Customer 4523,unknown,20,2024-01-15
4524,  Customer 4524  ,unknown,10,2024-01-15
4525,Customer 4525,North,20,2024-01-15
4526,Customer 4526,unknown,20,2024-01-15
4527,Customer 4527,EAST,N/A,2024-01-15
4528,Customer 4528,South,N/A,2024-01-15
4529,Customer 4529,South,20,31/02/2024
4530,Customer 4530,West,-999999,2024-01-15
4531,Customer 4531,South,20,2024-01-15
4532,Customer 4532,EAST,20,2024-01-15
4533,Customer 4533,West,20,2024-01-15
4534,Customer 4534,West,"1,000",2024-01-15
4535,Customer 4535,West,N/A,2024-01-15
4536,Customer 4536,South,N/A,31/02/2024
4537,  Customer 4537  ,West,N/A,2024-01-15
4538,Customer 4538,West,"1,000",2024-01-15
4539,Customer 4539,South,N/A,2024-01-15
4540,Customer 4540,South,20,2024-01-15
4541,Customer 4541,North,N/A,2024-01-15
4542,Customer 4542,South,20,2024-01-15
4543,Customer 4543,EAST,10,31/02/2024
4544,Customer 4544,east,10,2024-01-15
4545,Customer 4545,South,-999999,2024-01-15
4546,Customer 4546,South,-999999,2024-01-15
4547,Customer 4547,West,20,2024-01-15
4548,Customer 4548,unknown,N/A,2024-01-15
4549,Customer 4549,unknown,20,2024-01-15
4550,  Customer 4550  ,unknown,10,31/02/2024
4551,Customer 4551,east,N/A,2024-01-15
4552,Customer 4552,North,N/A,2024-01-15
4553,Customer 4553,east,"1,000",2024-01-15
4554,Customer 4554,unknown,20,2024-01-15
4555,Customer 4555,EAST,"1,000",2024-01-15
4556,Customer 4556,EAST,10,2024-01-15
4557,Customer 4557,West,-999999,31/02/2024
4558,Customer 4558,North,10,2024-01-15
4559,Customer 4559,North,10,2024-01-15
4560,Customer 4560,North,10,2024-01-15
4561,Customer 4561,east,20,2024-01-15
4562,Customer 4562,EAST,20,2024-01-15
4563,  Customer 4563  ,unknown,10,2024-01-15
4564,Customer 4564,South,10,31/02/2024
4565,Customer 4565,South,N/A,2024-01-15
4566,Customer 4566,South,"1,000",2024-01-15
4567,Customer 4567,West,20,2024-01-15
4568,Customer 4568,east,20,2024-01-15
4569,Customer 4569,South,"1,000",2024-01-15
4570,Customer 4570,West,20,2024-01-15
4571,Customer 4571,east,10,31/02/2024
4572,Customer 4572,West,20,2024-01-15
4573,Customer 4573,unknown,-999999,2024-01-15
4574,Customer 4574,North,-999999,2024-01-15
4575,Customer 4575,EAST,"1,000",2024-01-15
4576,  Customer 4576  ,North,10,2024-01-15
4577,Customer 4577,east,-999999,2024-01-15
4578,Customer 4578,east,"1,000",31/02/2024
4579,Customer 4579,EAST,N/A,2024-01-15
4580,Customer 4580,unknown,20,2024-01-15
4581,Customer 4581,North,10,2024-01-15
4582,Customer 4582,unknown,-999999,2024-01-15
4583,Customer 4583,South,N/A,2024-01-15
4584,Customer 4584,EAST,10,2024-01-15
4585,Customer 4585,West,10,31/02/2024
4586,Customer 4586,North,-999999,2024-01-15
4587,Customer 4587,South,"1,000",2024-01-15
4588,Customer 4588,east,N/A,2024-01-15
4589,  Customer 4589  ,North,N/A,2024-01-15
4590,Customer 4590,EAST,-999999,2024-01-15
4591,Customer 4591,West,10,2024-01-15
4592,Customer 4592,North,20,31/02/2024
4593,Customer 4593,West,-999999,2024-01-15
4594,Customer 4594,North,-999999,2024-01-15
4595,Customer 4595,North,20,2024-01-15
4596,Customer 4596,unknown,-999999,2024-01-15
4597,Customer 4597,West,"1,000",2024-01-15
4598,Customer 4598,West,10,2024-01-15
4599,Customer 4599,North,N/A,31/02/2024
4600,Customer 4600,South,10,2024-01-15
4601,Customer 4601,unknown,"1,000",2024-01-15
4602,  Customer 4602  ,east,-999999,2024-01-15
4603,Customer 4603,unknown,N/A,2024-01-15
4604,Customer 4604,South,10,2024-01-15
4605,Customer 4605,unknown,"1,000",2024-01-15
4606,Customer 4606,South,-999999,31/02/2024
4607,Customer 4607,West,-999999,2024-01-15
4608,Customer 4608,South,10,2024-01-15
4609,Customer 4609,West,"1,000",2024-01-15
4610,Customer 4610,unknown,N/A,2024-01-15
4611,Customer 4611,North,10,2024-01-15
4612,Customer 4612,North,-999999,2024-01-15
4613,Customer 4613,EAST,10,31/02/2024
4614,Customer 4614,EAST,"1,000",2024-01-15
4615,  Customer 4615  ,North,20,2024-01-15
4616,Customer 4616,east,-999999,2024-01-15
4617,Customer 4617,North,20,2024-01-15
4618,Customer 4618,West,10,2024-01-15
4619,Customer 4619,North,-999999,2024-01-15
4620,Customer 4620,east,20,31/02/2024
4621,Customer 4621,West,-999999,2024-01-15
4622,Customer 4622,unknown,20,2024-01-15
4623,Customer 4623,unknown,-999999,2024-01-15
4624,Customer 4624,east,N/A,2024-01-15
4625,Customer 4625,EAST,N/A,2024-01-15
4626,Customer 4626,unknown,20,2024-01-15
4627,Customer 4627,West,N/A,31/02/2024
4628,  Customer 4628  ,South,10,2024-01-15
4629,Customer 4629,North,20,2024-01-15
4630,Customer 4630,North,-999999,2024-01-15
4631,Customer 4631,east,10,2024-01-15
4632,Customer 4632,east,10,2024-01-15
4633,Customer 4633,South,20,2024-01-15
4634,Customer 4634,North,N/A,31/02/2024
4635,Customer 4635,North,-999999,2024-01-15
4636,Customer 4636,West,N/A,2024-01-15
4637,Customer 4637,North,"1,000",2024-01-15
4638,Customer 4638,West,-999999,2024-01-15
4639,Customer 4639,North,-999999,2024-01-15
4640,Customer 4640,West,"1,000",2024-01-15
4641,  Customer 4641  ,EAST,10,31/02/2024
4642,Customer 4642,EAST,"1,000",2024-01-15
4643,Customer 4643,EAST,N/A,2024-01-15
4644,Customer 4644,EAST,-999999,2024-01-15
4645,Customer 4645,EAST,-999999,2024-01-15
4646,Customer 4646,EAST,10,2024-01-15
4647,Customer 4647,unknown,N/A,2024-01-15
4648,Customer 4648,North,10,31/02/2024
4649,Customer 4649,EAST,20,2024-01-15
4650,Customer 4650,North,-999999,2024-01-15
4651,Customer 4651,unknown,10,2024-01-15
4652,Customer 4652,unknown,-999999,2024-01-15
4653,Customer 4653,West,"1,000",2024-01-15
4654,  Customer 4654  ,North,N/A,2024-01-15
4655,Customer 4655,West,10,31/02/2024
4656,Customer 4656,EAST,10,2024-01-15
4657,Customer 4657,South,"1,000",2024-01-15
4658,Customer 4658,east,-999999,2024-01-15
4659,Customer 4659,North,-999999,2024-01-15
4660,Customer 4660,unknown,"1,000",2024-01-15
4661,Customer 4661,South,"1,000",2024-01-15
4662,Customer 4662,east,-999999,31/02/2024
4663,Customer 4663,EAST,-999999,2024-01-15
4664,Customer 4664,unknown,-999999,2024-01-15
4665,Customer 4665,West,10,2024-01-15
4666,Customer 4666,unknown,"1,000",2024-01-15
4667,  Customer 4667  ,North,"1,000",2024-01-15
4668,Customer 4668,EAST,20,2024-01-15
4669,Customer 4669,South,"1,000",31/02/2024
4670,Customer 4670,South,N/A,2024-01-15
4671,Customer 4671,unknown,-999999,2024-01-15
4672,Customer 4672,east,20,2024-01-15
4673,Customer 4673,unknown,"1,000",2024-01-15
4674,Customer 4674,South,10,2024-01-15
4675,Customer 4675,unknown,"1,000",2024-01-15
4676,Customer 4676,North,-999999,31/02/2024
4677,Customer 4677,North,N/A,2024-01-15
4678,Customer 4678,North,"1,000",2024-01-15
4679,Customer 4679,EAST,N/A,2024-01-15
4680,  Customer 4680  ,EAST,20,2024-01-15
4681,Customer 4681,east,N/A,2024-01-15
4682,Customer 4682,east,N/A,2024-01-15
4683,Customer 4683,South,N/A,31/02/2024
4684,Customer 4684,West,"1,000",2024-01-15
4685,Customer 4685,West,20,2024-01-15
4686,Customer 4686,West,"1,000",2024-01-15
4687,Customer 4687,West,10,2024-01-15
4688,Customer 4688,east,20,2024-01-15
4689,Customer 4689,South,10,2024-01-15
4690,Customer 4690,unknown,10,31/02/2024
4691,Customer 4691,West,20,2024-01-15
4692,Customer 4692,unknown,"1,000",2024-01-15
4693,  Customer 4693  ,unknown,-999999,2024-01-15
4694,Customer 4694,North,"1,000",2024-01-15
4695,Customer 4695,West,"1,000",2024-01-15
4696,Customer 4696,South,20,2024-01-15
4697,Customer 4697,EAST,-999999,31/02/2024
4698,Customer 4698,South,"1,000",2024-01-15
4699,Customer 4699,east,10,2024-01-15
4700,Customer 4700,east,10,2024-01-15
4701,Customer 4701,South,20,2024-01-15
4702,Customer 4702,South,N/A,2024-01-15
4703,Customer 4703,North,"1,000",2024-01-15
4704,Customer 4704,unknown,-999999,31/02/2024
4705,Customer 4705,east,20,2024-01-15
4706,  Customer 4706  ,South,"1,000",2024-01-15
4707,Customer 4707,EAST,20,2024-01-15
4708,Customer 4708,east,N/A,2024-01-15
4709,Customer 4709,unknown,"1,000",2024-01-15
4710,Customer 4710,West,"1,000",2024-01-15
4711,Customer 4711,West,"1,000",31/02/2024
4712,Customer 4712,South,-999999,2024-01-15
4713,Customer 4713,unknown,20,2024-01-15
4714,Customer 4714,West,10,2024-01-15
4715,Customer 4715,EAST,20,2024-01-15
4716,Customer 4716,EAST,20,2024-01-15
4717,Customer 4717,North,20,2024-01-15
4718,Customer 4718,unknown,10,31/02/2024
4719,  Customer 4719  ,North,10,2024-01-15
4720,Customer 4720,North,"1,000",2024-01-15
4721,Customer 4721,EAST,"1,000",2024-01-15
4722,Customer 4722,unknown,-999999,2024-01-15
4723,Customer 4723,EAST,10,2024-01-15
4724,Customer 4724,east,N/A,2024-01-15
4725,Customer 4725,unknown,N/A,31/02/2024
4726,Customer 4726,EAST,-999999,2024-01-15
4727,Customer 4727,North,10,2024-01-15
4728,Customer 4728,unknown,N/A,2024-01-15
4729,Customer 4729,EAST,-999999,2024-01-15
4730,Customer 4730,South,20,2024-01-15
4731,Customer 4731,South,"1,000",2024-01-15
4732,  Customer 4732  ,unknown,10,31/02/2024
4733,Customer 4733,South,N/A,2024-01-15
4734,Customer 4734,east,10,2024-01-15
4735,Customer 4735,South,N/A,2024-01-15
4736,Customer 4736,east,20,2024-01-15
4737,Customer 4737,South,N/A,2024-01-15
4738,Customer 4738,North,10,2024-01-15
4739,Customer 4739,east,20,31/02/2024
4740,Customer 4740,unknown,20,2024-01-15
4741,Customer 4741,North,10,2024-01-15
4742,Customer 4742,West,N/A,2024-01-15
4743,Customer 4743,South,-999999,2024-01-15
4744,Customer 4744,West,N/A,2024-01-15
4745,  Customer 4745  ,EAST,10,2024-01-15
4746,Customer 4746,east,-999999,31/02/2024
4747,Customer 4747,east,N/A,2024-01-15
4748,Customer 4748,North,"1,000",2024-01-15
4749,Customer 4749,North,"1,000",2024-01-15
4750,Customer 4750,South,20,2024-01-15
4751,Customer 4751,North,10,2024-01-15
4752,Customer 4752,South,20,2024-01-15
4753,Customer 4753,east,-999999,31/02/2024
4754,Customer 4754,North,20,2024-01-15
4755,Customer 4755,West,-999999,2024-01-15
4756,Customer 4756,North,"1,000",2024-01-15
4757,Customer 4757,South,"1,000",2024-01-15
4758,  Customer 4758  ,South,10,2024-01-15
4759,Customer 4759,east,20,2024-01-15
4760,Customer 4760,unknown,20,31/02/2024
4761,Customer 4761,South,N/A,2024-01-15
4762,Customer 4762,east,N/A,2024-01-15
4763,Customer 4763,unknown,-999999,2024-01-15
4764,Customer 4764,North,N/A,2024-01-15
4765,Customer 4765,South,-999999,2024-01-15
4766,Customer 4766,EAST,10,2024-01-15
4767,Customer 4767,EAST,20,31/02/2024
4768,Customer 4768,South,-999999,2024-01-15
4769,Customer 4769,east,N/A,2024-01-15
4770,Customer 4770,EAST,20,2024-01-15
4771,  Customer 4771  ,EAST,-999999,2024-01-15
4772,Customer 4772,EAST,10,2024-01-15
4773,Customer 4773,unknown,N/A,2024-01-15
4774,Customer 4774,east,-999999,31/02/2024
4775,Customer 4775,EAST,10,2024-01-15
4776,Customer 4776,unknown,-999999,2024-01-15
4777,Customer 4777,unknown,"1,000",2024-01-15
4778,Customer 4778,unknown,"1,000",2024-01-15
4779,Customer 4779,EAST,-999999,2024-01-15
4780,Customer 4780,North,N/A,2024-01-15
4781,Customer 4781,EAST,"1,000",31/02/2024
4782,Customer 4782,North,20,2024-01-15
4783,Customer 4783,unknown,N/A,2024-01-15
4784,  Customer 4784  ,EAST,20,2024-01-15
4785,Customer 4785,east,20,2024-01-15
4786,Customer 4786,West,20,2024-01-15
4787,Customer 4787,unknown,N/A,2024-01-15
4788,Customer 4788,North,-999999,31/02/2024
4789,Customer 4789,West,20,2024-01-15
4790,Customer 4790,EAST,"1,000",2024-01-15
4791,Customer 4791,east,10,2024-01-15
4792,Customer 4792,West,N/A,2024-01-15
4793,Customer 4793,North,N/A,2024-01-15
4794,Customer 4794,North,-999999,2024-01-15
4795,Customer 4795,West,"1,000",31/02/2024
4796,Customer 4796,South,10,2024-01-15
4797,  Customer 4797  ,South,-999999,2024-01-15
4798,Customer 4798,east,-999999,2024-01-15
4799,Customer 4799,EAST,N/A,2024-01-15
4800,Customer 4800,West,"1,000",2024-01-15
4801,Customer 4801,unknown,N/A,2024-01-15
4802,Customer 4802,West,N/A,31/02/2024
4803,Customer 4803,EAST,20,2024-01-15
4804,Customer 4804,EAST,-999999,2024-01-15
4805,Customer 4805,South,"1,000",2024-01-15
4806,Customer 4806,EAST,20,2024-01-15
4807,Customer 4807,EAST,"1,000",2024-01-15
4808,Customer 4808,unknown,10,2024-01-15
4809,Customer 4809,North,-999999,31/02/2024
4810,  Customer 4810  ,unknown,10,2024-01-15
4811,Customer 4811,east,20,2024-01-15
4812,Customer 4812,North,20,2024-01-15
4813,Customer 4813,EAST,10,2024-01-15
4814,Customer 4814,North,20,2024-01-15
4815,Customer 4815,east,20,2024-01-15
4816,Customer 4816,unknown,10,31/02/2024
4817,Customer 4817,east,"1,000",2024-01-15
4818,Customer 4818,South,20,2024-01-15
4819,Customer 4819,West,-999999,2024-01-15
4820,Customer 4820,West,10,2024-01-15
4821,Customer 4821,east,20,2024-01-15
4822,Customer 4822,South,10,2024-01-15
4823,  Customer 4823  ,unknown,10,31/02/2024
4824,Customer 4824,West,10,2024-01-15
4825,Customer 4825,South,"1,000",2024-01-15
4826,Customer 4826,east,20,2024-01-15
4827,Customer 4827,South,20,2024-01-15
4828,Customer 4828,West,-999999,2024-01-15
4829,Customer 4829,North,10,2024-01-15
4830,Customer 4830,east,"1,000",31/02/2024
4831,Customer 4831,unknown,"1,000",2024-01-15
4832,Customer 4832,South,10,2024-01-15
4833,Customer 4833,unknown,10,2024-01-15
4834,Customer 4834,EAST,-999999,2024-01-15
4835,Customer 4835,South,10,2024-01-15
4836,  Customer 4836  ,West,N/A,2024-01-15
4837,Customer 4837,EAST,10,31/02/2024
4838,Customer 4838,West,N/A,2024-01-15
4839,Customer 4839,West,"1,000",2024-01-15
4840,Customer 4840,South,20,2024-01-15
4841,Customer 4841,North,N/A,2024-01-15
4842,Customer 4842,east,"1,000",2024-01-15
4843,Customer 4843,South,N/A,2024-01-15
4844,Customer 4844,West,"1,000",31/02/2024
4845,Customer 4845,North,10,2024-01-15
4846,Customer 4846,South,N/A,2024-01-15
4847,Customer 4847,South,20,2024-01-15
4848,Customer 4848,South,"1,000",2024-01-15
4849,  Customer 4849  ,east,-999999,2024-01-15
4850,Customer 4850,West,-999999,2024-01-15
4851,Customer 4851,unknown,-999999,31/02/2024
4852,Customer 4852,east,10,2024-01-15
4853,Customer 4853,EAST,10,2024-01-15
4854,Customer 4854,EAST,N/A,2024-01-15
4855,Customer 4855,North,10,2024-01-15
4856,Customer 4856,EAST,N/A,2024-01-15
4857,Customer 4857,South,10,2024-01-15
4858,Customer 4858,South,"1,000",31/02/2024
4859,Customer 4859,EAST,10,2024-01-15
4860,Customer 4860,South,10,2024-01-15
4861,Customer 4861,east,10,2024-01-15
4862,  Customer 4862  ,east,"1,000",2024-01-15
4863,Customer 4863,North,10,2024-01-15
4864,Customer 4864,east,N/A,2024-01-15
4865,Customer 4865,South,20,31/02/2024
4866,Customer 4866,unknown,"1,000",2024-01-15
4867,Customer 4867,South,"1,000",2024-01-15
4868,Customer 4868,North,-999999,2024-01-15
4869,Customer 4869,EAST,-999999,2024-01-15
4870,Customer 4870,North,10,2024-01-15
4871,Customer 4871,unknown,N/A,2024-01-15
4872,Customer 4872,east,-999999,31/02/2024
4873,Customer 4873,North,-999999,2024-01-15
4874,Customer 4874,east,-999999,2024-01-15
4875,  Customer 4875  ,unknown,-999999,2024-01-15
4876,Customer 4876,South,10,2024-01-15
4877,Customer 4877,east,N/A,2024-01-15
4878,Customer 4878,North,20,2024-01-15
4879,Customer 4879,West,20,31/02/2024
4880,Customer 4880,EAST,N/A,2024-01-15
4881,Customer 4881,West,"1,000",2024-01-15
4882,Customer 4882,unknown,"1,000",2024-01-15
4883,Customer 4883,West,N/A,2024-01-15
4884,Customer 4884,east,N/A,2024-01-15
4885,Customer 4885,South,-999999,2024-01-15
4886,Customer 4886,South,"1,000",31/02/2024
4887,Customer 4887,South,-999999,2024-01-15
4888,  Customer 4888  ,North,10,2024-01-15
4889,Customer 4889,North,20,2024-01-15
4890,Customer 4890,North,10,2024-01-15
4891,Customer 4891,West,-999999,2024-01-15
4892,Customer 4892,North,"1,000",2024-01-15
4893,Customer 4893,east,20,31/02/2024
4894,Customer 4894,West,"1,000",2024-01-15
4895,Customer 4895,South,20,2024-01-15
4896,Customer 4896,North,-999999,2024-01-15
4897,Customer 4897,North,-999999,2024-01-15
4898,Customer 4898,EAST,10,2024-01-15
4899,Customer 4899,EAST,N/A,2024-01-15
4900,Customer 4900,West,20,31/02/2024
4901,  Customer 4901  ,South,N/A,2024-01-15
4902,Customer 4902,South,"1,000",2024-01-15
4903,Customer 4903,east,-999999,2024-01-15
4904,Customer 4904,West,20,2024-01-15
4905,Customer 4905,North,"1,000",2024-01-15
4906,Customer 4906,EAST,N/A,2024-01-15
4907,Customer 4907,West,20,31/02/2024
4908,Customer 4908,South,-999999,2024-01-15
4909,Customer 4909,North,N/A,2024-01-15
4910,Customer 4910,South,20,2024-01-15
4911,Customer 4911,West,-999999,2024-01-15
4912,Customer 4912,North,20,2024-01-15
4913,Customer 4913,unknown,-999999,2024-01-15
4914,  Customer 4914  ,EAST,N/A,31/02/2024
4915,Customer 4915,EAST,"1,000",2024-01-15
4916,Customer 4916,South,20,2024-01-15
4917,Customer 4917,North,10,2024-01-15
4918,Customer 4918,EAST,20,2024-01-15
4919,Customer 4919,unknown,"1,000",2024-01-15
4920,Customer 4920,EAST,20,2024-01-15
4921,Customer 4921,EAST,N/A,31/02/2024
4922,Customer 4922,West,10,2024-01-15
4923,Customer 4923,North,10,2024-01-15
4924,Customer 4924,South,N/A,2024-01-15
4925,Customer 4925,unknown,20,2024-01-15
4926,Customer 4926,east,-999999,2024-01-15
4927,  Customer 4927  ,east,-999999,2024-01-15
4928,Customer 4928,unknown,"1,000",31/02/2024
4929,Customer 4929,EAST,20,2024-01-15
4930,Customer 4930,North,-999999,2024-01-15
4931,Customer 4931,unknown,10,2024-01-15
4932,Customer 4932,east,20,2024-01-15
4933,Customer 4933,east,-999999,2024-01-15
4934,Customer 4934,east,-999999,2024-01-15
4935,Customer 4935,unknown,-999999,31/02/2024
4936,Customer 4936,South,-999999,2024-01-15
4937,Customer 4937,unknown,20,2024-01-15
4938,Customer 4938,east,-999999,2024-01-15
4939,Customer 4939,West,N/A,2024-01-15
4940,  Customer 4940  ,West,N/A,2024-01-15
4941,Customer 4941,North,-999999,2024-01-15
4942,Customer 4942,North,N/A,31/02/2024
4943,Customer 4943,North,N/A,2024-01-15
4944,Customer 4944,unknown,20,2024-01-15
4945,Customer 4945,east,"1,000",2024-01-15
4946,Customer 4946,West,20,2024-01-15
4947,Customer 4947,unknown,"1,000",2024-01-15
4948,Customer 4948,EAST,N/A,2024-01-15
4949,Customer 4949,South,"1,000",31/02/2024
4950,Customer 4950,east,-999999,2024-01-15
4951,Customer 4951,North,N/A,2024-01-15
4952,Customer 4952,South,20,2024-01-15
4953,  Customer 4953  ,east,"1,000",2024-01-15
4954,Customer 4954,unknown,-999999,2024-01-15
4955,Customer 4955,unknown,-999999,2024-01-15
4956,Customer 4956,South,"1,000",31/02/2024
4957,Customer 4957,east,10,2024-01-15
4958,Customer 4958,EAST,10,2024-01-15
4959,Customer 4959,EAST,20,2024-01-15
4960,Customer 4960,EAST,N/A,2024-01-15
4961,Customer 4961,North,N/A,2024-01-15
4962,Customer 4962,South,"1,000",2024-01-15
4963,Customer 4963,North,-999999,31/02/2024
4964,Customer 4964,unknown,10,2024-01-15
4965,Customer 4965,West,10,2024-01-15
4966,  Customer 4966  ,South,"1,000",2024-01-15
4967,Customer 4967,North,20,2024-01-15
4968,Customer 4968,EAST,"1,000",2024-01-15
4969,Customer 4969,South,N/A,2024-01-15
4970,Customer 4970,North,20,31/02/2024
4971,Customer 4971,unknown,10,2024-01-15
4972,Customer 4972,unknown,N/A,2024-01-15
4973,Customer 4973,unknown,N/A,2024-01-15
4974,Customer 4974,South,10,2024-01-15
4975,Customer 4975,EAST,N/A,2024-01-15
4976,Customer 4976,east,-999999,2024-01-15
4977,Customer 4977,West,10,31/02/2024
4978,Customer 4978,North,N/A,2024-01-15
4979,  Customer 4979  ,South,-999999,2024-01-15
4980,Customer 4980,West,20,2024-01-15
4981,Customer 4981,West,"1,000",2024-01-15
4982,Customer 4982,West,20,2024-01-15
4983,Customer 4983,West,N/A,2024-01-15
4984,Customer 4984,EAST,"1,000",31/02/2024
4985,Customer 4985,unknown,N/A,2024-01-15
4986,Customer 4986,North,N/A,2024-01-15
4987,Customer 4987,unknown,"1,000",2024-01-15
4988,Customer 4988,South,N/A,2024-01-15
4989,Customer 4989,West,20,2024-01-15
4990,Customer 4990,South,"1,000",2024-01-15
4991,Customer 4991,unknown,-999999,31/02/2024
4992,  Customer 4992  ,EAST,N/A,2024-01-15
4993,Customer 4993,South,-999999,2024-01-15
4994,Customer 4994,EAST,20,2024-01-15
4995,Customer 4995,West,20,2024-01-15
4996,Customer 4996,east,"1,000",2024-01-15
4997,Customer 4997,South,20,2024-01-15
4998,Customer 4998,east,20,31/02/2024
4999,Customer 4999,unknown,10,2024-01-15
4999,Customer 5000,unknown,10,2024-01-15
5001,Customer 5001,North,20,2024-01-15
5002,Customer 5002,North,N/A,2024-01-15
5003,Customer 5003,EAST,20,2024-01-15
5004,Customer 5004,unknown,-999999,2024-01-15
5005,  Customer 5005  ,North,10,31/02/2024
5006,Customer 5006,North,"1,000",2024-01-15
5007,Customer 5007,EAST,20,2024-01-15
5008,Customer 5008,east,-999999,2024-01-15
5009,Customer 5009,South,20,2024-01-15
5010,Customer 5010,South,-999999,2024-01-15
5011,Customer 5011,South,"1,000",2024-01-15
5012,Customer 5012,east,"1,000",31/02/2024
5013,Customer 5013,EAST,"1,000",2024-01-15
5014,Customer 5014,West,-999999,2024-01-15
5015,Customer 5015,unknown,"1,000",2024-01-15
5016,Customer 5016,South,N/A,2024-01-15
5017,Customer 5017,South,"1,000",2024-01-15
5018,  Customer 5018  ,South,10,2024-01-15
5019,Customer 5019,South,"1,000",31/02/2024
5020,Customer 5020,North,"1,000",2024-01-15
5021,Customer 5021,east,"1,000",2024-01-15
5022,Customer 5022,West,"1,000",2024-01-15
5023,Customer 5023,unknown,20,2024-01-15
5024,Customer 5024,east,10,2024-01-15
5025,Customer 5025,West,-999999,2024-01-15
5026,Customer 5026,South,"1,000",31/02/2024
5027,Customer 5027,east,20,2024-01-15
5028,Customer 5028,unknown,20,2024-01-15
5029,Customer 5029,unknown,20,2024-01-15
5030,Customer 5030,West,20,2024-01-15
5031,  Customer 5031  ,unknown,-999999,2024-01-15
5032,Customer 5032,South,20,2024-01-15
5033,Customer 5033,North,20,31/02/2024
5034,Customer 5034,east,"1,000",2024-01-15
5035,Customer 5035,EAST,20,2024-01-15
5036,Customer 5036,unknown,-999999,2024-01-15
5037,Customer 5037,unknown,N/A,2024-01-15
5038,Customer 5038,North,20,2024-01-15
5039,Customer 5039,North,10,2024-01-15
5040,Customer 5040,east,10,31/02/2024
5041,Customer 5041,North,-999999,2024-01-15
5042,Customer 5042,unknown,10,2024-01-15
5043,Customer 5043,West,N/A,2024-01-15
5044,  Customer 5044  ,east,N/A,2024-01-15
5045,Customer 5045,South,20,2024-01-15
5046,Customer 5046,South,N/A,2024-01-15
5047,Customer 5047,east,20,31/02/2024
5048,Customer 5048,unknown,N/A,2024-01-15
5049,Customer 5049,east,N/A,2024-01-15
5050,Customer 5050,North,10,2024-01-15
5051,Customer 5051,South,20,2024-01-15
5052,Customer 5052,unknown,-999999,2024-01-15
5053,Customer 5053,South,-999999,2024-01-15
5054,Customer 5054,North,"1,000",31/02/2024
5055,Customer 5055,EAST,-999999,2024-01-15
5056,Customer 5056,east,-999999,2024-01-15
5057,  Customer 5057  ,EAST,N/A,2024-01-15
5058,Customer 5058,West,"1,000",2024-01-15
5059,Customer 5059,unknown,10,2024-01-15
5060,Customer 5060,unknown,N/A,2024-01-15
5061,Customer 5061,unknown,10,31/02/2024
5062,Customer 5062,EAST,10,2024-01-15
5063,Customer 5063,east,-999999,2024-01-15
